"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","Link","Language of Original Document","Document Type","Source"
"Rivera-Vargas P.; Mateu-Luján B.; Rappoport S.; Gamboa Y.","Rivera-Vargas, Pablo (58951863100); Mateu-Luján, Borja (57222028264); Rappoport, Soledad (56530570400); Gamboa, Yeny (58643603500)","58951863100; 57222028264; 56530570400; 58643603500","Digitization of Schools and the Use of Mobiles in the Classroom. Analysis of the Spanish Case; [Digitalización de los Centros Educativos y Uso de Teléfonos Móviles en el Aula. Análisis del Caso Español]","2023","REICE. Revista Iberoamericana Sobre Calidad, Eficacia y Cambio en Educacion","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173919863&doi=10.15366%2freice2023.21.4.002&partnerID=40&md5=7890860be8de61fd4c6da3ee50bb04f1","Spanish","Article","Scopus"
"Valcárcel-Dueñas M.; Solórzano-García M.","Valcárcel-Dueñas, Mercedes (57210339802); Solórzano-García, Marta (57192159704)","57210339802; 57192159704","Digitalization, monitoring and evaluation of the social economy impact. Analysis of spanish third sector of social action. ""Juntos por el empleo"" case study; [Digitalización, monitorización y evaluación del impacto de la Economía Social. Análisis en el Tercer Sector de Acción Social español: El caso de Juntos por el Empleo]","2019","CIRIEC-Espana Revista de Economia Publica, Social y Cooperativa","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070377115&doi=10.7203%2fCIRIEC-E.95.13128&partnerID=40&md5=751b00b11cab5f265f6e01d5a239ea4a","Spanish","Article","Scopus"
"Vovk V.; Denysova A.; Rudoi K.; Kyrychenko T.","Vovk, Viktoriia (57194161908); Denysova, Alina (57207307897); Rudoi, Kateryna (57217090071); Kyrychenko, Tetiana (57226275215)","57194161908; 57207307897; 57217090071; 57226275215","Management and legal aspects of the symbiosis of banking institutions and fintech companies in the credit services market in the context of digitization; [Aspectos jurídicos y de gestión de la simbiosis de las entidades bancarias y las empresas fintech en el mercado de los servicios de crédito en el contexto de la digitalización]","2021","Estudios de Economia Aplicada","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111046642&doi=10.25115%2feea.v39i7.5013&partnerID=40&md5=7247c0099c472126193d9352cd0f9300","English","Article","Scopus"
"Ferreira F.C.M.; Miranda L.F.M.; Moras M.","Ferreira, Fernando Coelho Martins (57200629959); Miranda, Luis Fernando Moreira (57204779129); Moras, Monique (57204770542)","57200629959; 57204779129; 57204770542","The impact of e-books on the Brazilian publishing supply chain: An exploratory analysis; [Impacto dos e-books na cadeia editorial Brasileira: Uma análise exploratória]; [El impacto de los e-books en la cadena editorial Brasileña: Un análisis exploratorio]","2018","RAE Revista de Administracao de Empresas","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057124197&doi=10.1590%2fS0034-759020180505&partnerID=40&md5=8219292c296b8c013222d566f2d9a0c6","English","Article","Scopus"
"Gracia J.P.; Rius-Ulldemolins J.","Gracia, Juan Pecourt (57188853930); Rius-Ulldemolins, Joaquim (56003602200)","57188853930; 56003602200","Digitalization of the cultural field and cultural intermediaries: A social critique of digital utopianism; [La digitalización del campo cultural y los intermediarios culturales: Una crítica social del utopismo digital]","2018","Revista Espanola de Investigaciones Sociologicas","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045847712&partnerID=40&md5=edcf26aa70b2bd288ac408353799586a","English","Article","Scopus"
"Moreno A.A.S.","Moreno, Andrés Anthonio Segovia (57291060300)","57291060300","Venezuelan state: Lack of digitization as concealment; [Estado venezolano: Falta de digitalización como ocultamiento]","2021","Revista Espanola de la Transparencia","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116798433&doi=10.51915%2fRET.186&partnerID=40&md5=251ef6f90dae6a3a1c73713539c17ac8","Spanish","Article","Scopus"
"Lali K.; Chakor A.; El Boukhari H.","Lali, Khalid (57210112220); Chakor, Abdellatif (57210111718); El Boukhari, Hayat (58565172600)","57210112220; 57210111718; 58565172600","The Digitalization of Production Processes: A Priority Condition for the Success of an Efficient Marketing Information System. Case of the Swimwear Anywhere Company; [La Digitalización de los Procesos de Producción: Condición Prioritaria para el Éxito de un Sistema de Información de Marketing Eficiente. El caso de la empresa Swimwear Anywhere]","2023","Data and Metadata","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163603263&doi=10.56294%2fdm202341&partnerID=40&md5=3210c0aa4171c6ef25d366576bbc27a9","English","Article","Scopus"
"Antonio D.M.M.; Verónica R.S.R.; Daulet S.S.A.; Catalina M.B.; Ricardo Z.C.","Antonio, Díaz Martínez Marco (57222077814); Verónica, Roman Salinas Reina (57222056073); Daulet, Santiago Santiago Ariadna (57222060600); Catalina, Mejía Barrios (57222064436); Ricardo, Zárate Cruz (57222064810)","57222077814; 57222056073; 57222060600; 57222064436; 57222064810","Industry 4.0 and digitization towards job satisfaction of organizations in Tampico, Tamaulipas, Mexico; [Industria 4.0 y la digitalización hacia la satisfacción laboral de las organizaciones en Tampico, Tamaulipas, México]","2020","Revista de Metodos Cuantitativos para la Economia y la Empresa","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101198729&doi=10.46661%2fREVMETODOSCUANTECONEMPRESA.3992&partnerID=40&md5=b0c1219a52e17b58ac695c03e09bfc5a","English","Article","Scopus"
"Simón L.F.R.; Ochando M.B.","Simón, Luis Fernando Ramos (25229484100); Ochando, Manuel Blázquez (57194635294)","25229484100; 57194635294","Solutions for online access to copyright works belonging to the collections of documentary and cultural heritages institutions; [Soluciones para el acceso en línea de obras con derechos de autor pertenecientes a las colecciones de las instituciones documentales y de patrimonio cultural]","2018","Revista General de Informacion y Documentacion","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059606587&doi=10.5209%2fRGID.62838&partnerID=40&md5=2d2c2192d7e5845e3b1ae83aefb7fe8a","Spanish","Article","Scopus"
"de Sotomayor I.D.Á.; Portela C.V.","de Sotomayor, Isabel Dans Álvarez (57194022805); Portela, Cristina Varela (58113633000)","57194022805; 58113633000","Digitization, engagement and resilience. Learning-service project with future teachers; [Digitalización, compromiso y resiliencia. Proyecto de aprendizaje-servicio con futuros docentes]","2021","Edutec","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144879217&doi=10.21556%2fedutec.2021.78.2233&partnerID=40&md5=7be920e6c7cb13364c3de91abfd0b68d","Spanish","Article","Scopus"
"Díaz A.L.","Díaz, Amparo Lasén (57192274001)","57192274001","The digital ordinary: Digitalization of everyday life as a form of labour; [Lo ordinario digital: Digitalización de la vida cotidiana como forma de trabajo]","2019","Cuadernos de Relaciones Laborales","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077332151&doi=10.5209%2fcrla.66040&partnerID=40&md5=9f7bb0dffab0b479bb28792867a9821a","Spanish","Article","Scopus"
"Planuch-Prats C.; Salvador-Vallés R.","Planuch-Prats, Carles (57202982428); Salvador-Vallés, Ramón (57202989212)","57202982428; 57202989212","Digitalization and knowledge management in financial services; [La digitalización y la gestión del conocimiento en los servicios financieros]","2018","Dyna (Spain)","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050165015&doi=10.6036%2f8797&partnerID=40&md5=cf4612e243a2c1eeda9a0f2c11abd33d","Spanish","Note","Scopus"
"Zurdo R.J.P.; Dopacio C.I.","Zurdo, Ricardo J. Palomo (55091112900); Dopacio, Cristina Isabel (55342680000)","55091112900; 55342680000","¿Cómo puede incidir en la Economía Social el vector de digitalización de los fondos de recuperación?","2022","CIRIEC-Espana Revista de Economia Publica, Social y Cooperativa","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129572542&doi=10.7203%2fCIRIEC-E.104.21497&partnerID=40&md5=aae4e5b5ee3f5d23f6d1df142b210d7d","English","Article","Scopus"
"Romero-Rodríguez J.-M.; Hinojo-Lucena F.J.; Aznar-Díaz I.; Gómez-García G.","Romero-Rodríguez, José-María (57204466409); Hinojo-Lucena, Francisco Javier (35772502600); Aznar-Díaz, Inmaculada (46460984000); Gómez-García, Gerardo (57207831294)","57204466409; 35772502600; 46460984000; 57207831294","Digitalisation of the University by Covid-19: Impact on Students’ Learning and Psychosocial Factors; [Digitalización de la Universidad por Covid-19: impacto en el aprendizaje y factores psicosociales de los estudiantes]","2022","RIED-Revista Iberoamericana de Educacion a Distancia","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135470261&doi=10.5944%2fried.25.2.32660&partnerID=40&md5=e7dad70295d58253c5b1b4c355cffde5","Spanish","Article","Scopus"
"Banfi F.; Brumana R.; Landi A.G.; Previtali M.; Roncoroni F.; Stanga C.","Banfi, Fabrizio (56425923900); Brumana, Raffaella (6507761201); Landi, Angelo Giuseppe (56573665000); Previtali, Mattia (54385731300); Roncoroni, Fabio (16639763300); Stanga, Chiara (57194550787)","56425923900; 6507761201; 56573665000; 54385731300; 16639763300; 57194550787","BUILDING ARCHAEOLOGY INFORMATIVE MODELLING TURNED INTO 3D VOLUME STRATIGRAPHY AND EXTENDED REALITY TIME-LAPSE COMMUNICATION; [MODELIZACIÓN DE LA INFORMACIÓN DE LA ARQUEOLOGÍA DE LA CONSTRUCCIÓN TRANSFORMADA EN ESTRATIGRAFÍA VOLUMÉTRICA 3D Y COMUNICACIÓN DE REALIDAD EXTENDIDA CON INTERVALOS DE TIEMPO]","2022","Virtual Archaeology Review","24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126362563&doi=10.4995%2fVAR.2022.15313&partnerID=40&md5=7fbb880903e3c8c025bcc5517c6ac428","English","Article","Scopus"
"Guimerà i Orts J.À.; Monedero Morales C.R.; Martori Muntsant A.","Guimerà i Orts, Josep Àngel (55135902600); Monedero Morales, Carmen del Rocío (56210975600); Martori Muntsant, Aida (57195428978)","55135902600; 56210975600; 57195428978","Digitization, economic crisis and public local television in Spain. The cases of Andalusia and Catalonia (2010-2015); [Digitalización, crisis económica y televisión pública local en España. Los casos de Andalucía y Cataluña (2010-2015)]","2017","Revista Latina de Comunicacion Social","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028082272&doi=10.4185%2fRLCS-2017-1180&partnerID=40&md5=eb53a668a729a6bbf472c538f118efa4","Spanish","Article","Scopus"
"Hinojosa Salazar C.A.; Epiquién Chancahuana M.; Morante Dávila M.A.","Hinojosa Salazar, Carlos Alberto (58499619000); Epiquién Chancahuana, Migdonio (57273846200); Morante Dávila, Manuel Antonio (57221913707)","58499619000; 57273846200; 57221913707","Virtual environments as a support tool for the accounting learning system: A necessary development; [Entornos virtuales como herramienta de apoyo al sistema de aprendizaje contable: Un desarrollo necesario]","2021","Revista de Ciencias Sociales","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115796157&partnerID=40&md5=55edd6216a72a995cc029c18400ee5dc","English","Article","Scopus"
"López-García X.; Silva-Rodríguez A.; Vizoso-García Á.-A.; Westlund O.; Canavilhas J.","López-García, Xosé (27567870600); Silva-Rodríguez, Alba (55772287700); Vizoso-García, Ángel-Antonio (57221722662); Westlund, Oscar (35727357000); Canavilhas, João (37060317500)","27567870600; 55772287700; 57221722662; 35727357000; 37060317500","Mobile journalism: Systematic literature review","2019","Comunicar","26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063623256&doi=10.3916%2fC59-2019-01&partnerID=40&md5=4040e1af4aed01a450e223bd0172a70a","English","Article","Scopus"
"Pedrero-Esteban L.M.; Pérez-Escod A.","Pedrero-Esteban, Luis Miguel (56925350600); Pérez-Escod, Ana (57962826100)","56925350600; 57962826100","Democracy and digitisation: Ethical Implications of AI in the Personalisation of Content through Voice Interfaces; [Democracia y digitalización: implicaciones éticas de la IA en la personalización de contenidos a través de interfaces de voz]","2021","Recerca","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123763564&doi=10.6035%2frecerca.4666&partnerID=40&md5=4e2e0b3eb49cb45f72af434da18add2f","Spanish","Article","Scopus"
"Alemán M.D.D.","Alemán, Manuel Drago Díaz (57204694786)","57204694786","PRECISION 3D MODELLING IN DIGITISATION PROCESSES OF BUILT SCULPTURE; [MODELADO 3D DE PRECISIÓN EN PROCESOS DE DIGITALIZACIÓN DE ESCULTURA CONSTRUIDA]","2021","AusArt","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150772162&doi=10.1387%2fausart.23077&partnerID=40&md5=f160b15df1085fd7285980d8806753ef","Spanish","Article","Scopus"
"Mikhailushkin P.V.; Oblizov A.V.; Osipov D.V.; Aleksashina T.V.; Vorobyeva V.G.","Mikhailushkin, Pavel Valerievich (57191723514); Oblizov, Alexey Valeryevich (57487008600); Osipov, Denis Vitalevich (57487831200); Aleksashina, Tatiana Viktorovna (57201128388); Vorobyeva, Victoria Georgievna (57214896586)","57191723514; 57487008600; 57487831200; 57201128388; 57214896586","KEY AREAS OF INDUSTRIAL TRANSFORMATION IN THE CONTEXT OF DIGITALIZATION; [ÁREAS CLAVE DE TRANSFORMACIÓN INDUSTRIAL EN EL CONTEXTO DE LA DIGITALIZACIÓN]","2022","Universidad y Sociedad","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126307686&partnerID=40&md5=1eb362cf9bc40eb7dd4e0384be77d2dd","English","Article","Scopus"
"Hernández-Muñoz Ó.; Sánchez-Ortiz A.","Hernández-Muñoz, Óscar (57193615913); Sánchez-Ortiz, Alicia (57225249539)","57193615913; 57225249539","Digitization and 3D printing for the reconstruction of volumetric losses in an anatomical wax model of the 18th century; [Digitalización e impresión 3D para la reconstrucción de pérdidas volumétricas en un modelo anatómico de cera del siglo XVIII]","2019","Conservar Patrimonio","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060499740&doi=10.14568%2fcp2018003&partnerID=40&md5=bd193174293f17d7fbb8a5591a63538a","Spanish","Article","Scopus"
"González López-Valcárcel B.; Ortún V.","González López-Valcárcel, Beatriz (6507677112); Ortún, Vicente (56415170600)","6507677112; 56415170600","Rebuilding the healthcare system: governance, organization and digitalization. SESPAS Report 2022; [Reconstrucción del sistema sanitario: gobernanza, organización y digitalización. Informe SESPAS 2022]","2022","Gaceta Sanitaria","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133220137&doi=10.1016%2fj.gaceta.2022.02.010&partnerID=40&md5=298770b7e7dfa3f566e9abf85116c496","English","Review","Scopus"
"Rossi A.; Iglesias L.P.; Palmieri U.","Rossi, Adriana (36812628600); Iglesias, Luis Palmero (57202291031); Palmieri, Umberto (54795690500)","36812628600; 57202291031; 54795690500","From laser scanning to H-Bim: A case study; [De la Digitalización laser hacia el h-BiM: un caso De estuDio]","2020","EGA Revista de Expresion Grafica Arquitectonica","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081978634&doi=10.4995%2fega.2020.12835&partnerID=40&md5=092c51c89203e9a5ef4e886db2834c95","English","Review","Scopus"
"Sempere C.P.","Sempere, Carmen Pastor (57222964785)","57222964785","The digitalisation of money and payments in the post-Covid digital market economy; [La digitalización del dinero y los pagos en la economía de mercado digital pos-COVID]","2020","Ekonomiaz","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104269616&partnerID=40&md5=71ecfb24e9fca549655e7326c8ac3898","Spanish","Article","Scopus"
"Lebrusán I.; Larrañaga K.P.; Monsalve M.M.M.","Lebrusán, Irene (57200425974); Larrañaga, Kepa Paul (57226678006); Monsalve, Mónica María Monguí (57647869500)","57200425974; 57226678006; 57647869500","Digitalization as an opportunity for the development of citizenship in childhood and adolescence; [La digitalización como oportunidad para el desarrollo de la ciudadanía en la infancia y la adolescencia]","2022","Politica y Sociedad","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148874237&doi=10.5209%2fPOSO.81906&partnerID=40&md5=8cb33c95c960fa5f706fb688adea7f60","Spanish","Article","Scopus"
"López Bueno H.; Val S.; González M.L.G.","López Bueno, Helena (58516441200); Val, Sonia (6507075778); González, Martha Leticia Gaeta (57201434273)","58516441200; 6507075778; 57201434273","The Importance of Teacher Digitization for Inclusive, Critical and Equitable Education; [Importancia de la Digitalización Docente para una Educación Inclusiva, Crítica y Equitativa]","2023","Revista Internacional de Educacion para la Justicia Social","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166418199&doi=10.15366%2friejs2023.12.1.012&partnerID=40&md5=ee92c4032f7bbd8b415992e9cbcd1758","Spanish","Article","Scopus"
